,Username,Title,Country,Last_Online,Joined,lastrapid,lastblitz,lastdaily,lastbullet,recordrapid,recordblitz,recordbullet,recorddaily
70,amigosan,NM,US,1519257937,1371262622,"{'rating': 1921, 'date': 1468244496, 'rd': 173}","{'rating': 2099, 'date': 1512859415, 'rd': 78}",N/A,"{'rating': 2171, 'date': 1517582783, 'rd': 35}","{'win': 5, 'loss': 1, 'draw': 0}","{'win': 539, 'loss': 354, 'draw': 40}","{'win': 371, 'loss': 226, 'draw': 30}",N/A
71,amurdercastle,NM,US,1587678224,1461501909,N/A,"{'rating': 2397, 'date': 1587693692, 'rd': 90}","{'rating': 1797, 'date': 1525858811, 'rd': 106}","{'rating': 2537, 'date': 1565416530, 'rd': 69}",N/A,"{'win': 489, 'loss': 352, 'draw': 51}","{'win': 1056, 'loss': 867, 'draw': 111}","{'win': 47, 'loss': 16, 'draw': 3, 'time_per_move': 23409, 'timeout_percent': 0}"
72,anaiy,NM,US,1587656090,1317568643,"{'rating': 2088, 'date': 1572999243, 'rd': 70}","{'rating': 2224, 'date': 1587585375, 'rd': 38}","{'rating': 1038, 'date': 1583689203, 'rd': 198}","{'rating': 2067, 'date': 1583993397, 'rd': 84}","{'win': 129, 'loss': 178, 'draw': 13}","{'win': 513, 'loss': 408, 'draw': 55}","{'win': 36, 'loss': 31, 'draw': 3}","{'win': 1, 'loss': 5, 'draw': 0, 'time_per_move': 311608, 'timeout_percent': 100}"
73,andrejkin,NM,RU,1488926490,1422897498,N/A,"{'rating': 2272, 'date': 1488926712, 'rd': 34}",N/A,"{'rating': 2029, 'date': 1488920313, 'rd': 44}",N/A,"{'win': 406, 'loss': 415, 'draw': 82}","{'win': 94, 'loss': 76, 'draw': 4}",N/A
74,andretta,NM,US,1587691848,1259431083,"{'rating': 2073, 'date': 1443562447, 'rd': 255}","{'rating': 2502, 'date': 1584826511, 'rd': 167}","{'rating': 2164, 'date': 1587221437, 'rd': 66}","{'rating': 1952, 'date': 1582497696, 'rd': 109}","{'win': 2, 'loss': 0, 'draw': 0}","{'win': 1555, 'loss': 1028, 'draw': 402}","{'win': 422, 'loss': 160, 'draw': 29}","{'win': 314, 'loss': 85, 'draw': 120, 'time_per_move': 2146, 'timeout_percent': 0}"
75,andretta-mia,NM,US,1509321642,1377171396,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
76,andrewjsacks,NM,US,1553877460,1308198052,N/A,"{'rating': 2099, 'date': 1494615711, 'rd': 212}","{'rating': 800, 'date': 1311981234, 'rd': 321}",N/A,N/A,"{'win': 275, 'loss': 104, 'draw': 18}",N/A,"{'win': 0, 'loss': 1, 'draw': 0, 'time_per_move': 52640, 'timeout_percent': 0}"
77,andrewmcstone,NM,IT,1587621177,1410465755,N/A,"{'rating': 2144, 'date': 1586277140, 'rd': 97}","{'rating': 2240, 'date': 1587336523, 'rd': 135}","{'rating': 1735, 'date': 1525203416, 'rd': 118}",N/A,"{'win': 879, 'loss': 731, 'draw': 109}","{'win': 28, 'loss': 17, 'draw': 1}","{'win': 74, 'loss': 21, 'draw': 12, 'time_per_move': 34855, 'timeout_percent': 0}"
78,andrewsamuelson,NM,US,1587691944,1211784314,"{'rating': 2000, 'date': 1350705907, 'rd': 118}","{'rating': 2000, 'date': 1392692038, 'rd': 114}","{'rating': 2000, 'date': 1363996451, 'rd': 270}",N/A,"{'win': 6, 'loss': 0, 'draw': 0}","{'win': 12, 'loss': 1, 'draw': 1}",N/A,"{'win': 8, 'loss': 4, 'draw': 4, 'time_per_move': 4424, 'timeout_percent': 0}"
79,andrewtnb,NM,RO,1540550018,1461922214,N/A,"{'rating': 2412, 'date': 1540500123, 'rd': 29}","{'rating': 914, 'date': 1541036410, 'rd': 213}",N/A,N/A,"{'win': 1604, 'loss': 1725, 'draw': 321}",N/A,"{'win': 1, 'loss': 1, 'draw': 0, 'time_per_move': 155956, 'timeout_percent': 0}"
80,angelescarenor,NM,MX,1587696020,1562346993,N/A,"{'rating': 2013, 'date': 1587620414, 'rd': 69}",N/A,N/A,N/A,"{'win': 18, 'loss': 15, 'draw': 0}",N/A,N/A
81,angryhorse9,NM,BR,1587669114,1531785959,"{'rating': 1954, 'date': 1587504024, 'rd': 88}","{'rating': 2317, 'date': 1587764092, 'rd': 23}","{'rating': 1663, 'date': 1585421402, 'rd': 312}","{'rating': 2193, 'date': 1586957026, 'rd': 41}","{'win': 19, 'loss': 6, 'draw': 4}","{'win': 2982, 'loss': 2843, 'draw': 479}","{'win': 241, 'loss': 156, 'draw': 15}","{'win': 1, 'loss': 0, 'draw': 0, 'time_per_move': 51750, 'timeout_percent': 0}"
82,angryweasel,NM,US,1574710781,1274989382,N/A,"{'rating': 1815, 'date': 1502989801, 'rd': 188}","{'rating': 1277, 'date': 1474553305, 'rd': 277}","{'rating': 1817, 'date': 1511749219, 'rd': 47}",N/A,"{'win': 447, 'loss': 217, 'draw': 40}","{'win': 16513, 'loss': 6857, 'draw': 864}","{'win': 1, 'loss': 0, 'draw': 0, 'time_per_move': 17379, 'timeout_percent': 0}"
83,anhao,NM,US,1587681543,1377157512,"{'rating': 2491, 'date': 1540849416, 'rd': 291}","{'rating': 2721, 'date': 1585422302, 'rd': 32}",N/A,"{'rating': 2423, 'date': 1546803510, 'rd': 39}","{'win': 5, 'loss': 0, 'draw': 1}","{'win': 2879, 'loss': 2450, 'draw': 281}","{'win': 708, 'loss': 601, 'draw': 63}",N/A
84,annalytical,NM,US,1587089502,1373952176,N/A,"{'rating': 2066, 'date': 1587089278, 'rd': 85}","{'rating': 2017, 'date': 1437442652, 'rd': 337}","{'rating': 1701, 'date': 1574329262, 'rd': 90}",N/A,"{'win': 15, 'loss': 12, 'draw': 3}","{'win': 18, 'loss': 17, 'draw': 0}","{'win': 1, 'loss': 0, 'draw': 0, 'time_per_move': 549, 'timeout_percent': 0}"
85,anotni,NM,CA,1587692927,1374265276,"{'rating': 1902, 'date': 1584669031, 'rd': 244}","{'rating': 2234, 'date': 1587761668, 'rd': 25}",N/A,"{'rating': 2060, 'date': 1582165117, 'rd': 107}","{'win': 0, 'loss': 0, 'draw': 2}","{'win': 14600, 'loss': 10571, 'draw': 1730}","{'win': 3695, 'loss': 2879, 'draw': 302}",N/A
86,antalsakk,NM,RO,1587665710,1444484911,"{'rating': 2127, 'date': 1587325576, 'rd': 160}","{'rating': 1939, 'date': 1587738618, 'rd': 32}","{'rating': 2152, 'date': 1587413504, 'rd': 88}","{'rating': 1797, 'date': 1587577755, 'rd': 43}","{'win': 6, 'loss': 0, 'draw': 0}","{'win': 2552, 'loss': 1020, 'draw': 191}","{'win': 557, 'loss': 175, 'draw': 35}","{'win': 36, 'loss': 2, 'draw': 32, 'time_per_move': 12453, 'timeout_percent': 0}"
87,antelacus,NM,IT,1587659463,1578773148,"{'rating': 2302, 'date': 1587326354, 'rd': 60}","{'rating': 2310, 'date': 1587329344, 'rd': 43}","{'rating': 1724, 'date': 1586945375, 'rd': 110}","{'rating': 2287, 'date': 1587321698, 'rd': 54}","{'win': 69, 'loss': 7, 'draw': 12}","{'win': 301, 'loss': 29, 'draw': 13}","{'win': 64, 'loss': 12, 'draw': 2}","{'win': 20, 'loss': 0, 'draw': 0, 'time_per_move': 13038, 'timeout_percent': 0}"
88,antoniocalvo,NM,PH,1586837308,1284694606,"{'rating': 1823, 'date': 1548819703, 'rd': 110}","{'rating': 2041, 'date': 1585056889, 'rd': 59}","{'rating': 1228, 'date': 1447394326, 'rd': 242}","{'rating': 1142, 'date': 1584614557, 'rd': 64}","{'win': 9, 'loss': 27, 'draw': 1}","{'win': 1274, 'loss': 1039, 'draw': 113}","{'win': 47, 'loss': 73, 'draw': 1}","{'win': 1, 'loss': 1, 'draw': 1, 'time_per_move': 9442, 'timeout_percent': 0}"
89,antoniod96,NM,IT,1587679025,1509751809,"{'rating': 2109, 'date': 1545752226, 'rd': 311}","{'rating': 2296, 'date': 1584126211, 'rd': 43}",N/A,"{'rating': 2131, 'date': 1581011527, 'rd': 143}","{'win': 4, 'loss': 0, 'draw': 0}","{'win': 1423, 'loss': 1358, 'draw': 128}","{'win': 14, 'loss': 10, 'draw': 1}",N/A
90,apechi,NM,CA,1587524468,1344884303,"{'rating': 2013, 'date': 1543812754, 'rd': 295}","{'rating': 2178, 'date': 1587711083, 'rd': 37}",N/A,"{'rating': 2000, 'date': 1384494592, 'rd': 188}","{'win': 2, 'loss': 3, 'draw': 0}","{'win': 918, 'loss': 666, 'draw': 139}","{'win': 1, 'loss': 4, 'draw': 0}",N/A
91,apricotbishop,NM,US,1587615182,1335413405,"{'rating': 2551, 'date': 1409432682, 'rd': 265}","{'rating': 2054, 'date': 1473108605, 'rd': 80}","{'rating': 2107, 'date': 1585196905, 'rd': 122}","{'rating': 2138, 'date': 1466202483, 'rd': 111}","{'win': 7, 'loss': 0, 'draw': 0}","{'win': 33, 'loss': 17, 'draw': 2}","{'win': 529, 'loss': 372, 'draw': 45}","{'win': 29, 'loss': 7, 'draw': 11, 'time_per_move': 121835, 'timeout_percent': 0}"
92,aqmarkin,NM,US,1587657731,1489032091,N/A,"{'rating': 2196, 'date': 1569434877, 'rd': 118}",N/A,"{'rating': 2023, 'date': 1585854046, 'rd': 47}",N/A,"{'win': 577, 'loss': 444, 'draw': 56}","{'win': 1897, 'loss': 1316, 'draw': 121}",N/A
93,aqrana,NM,PK,1580988801,1396763219,N/A,"{'rating': 1940, 'date': 1580989235, 'rd': 87}",N/A,N/A,N/A,"{'win': 28, 'loss': 7, 'draw': 1}",N/A,N/A
94,aquaticpineapples,NM,CA,1587630207,1447115911,"{'rating': 2012, 'date': 1555984907, 'rd': 174}","{'rating': 2217, 'date': 1587490690, 'rd': 48}",N/A,"{'rating': 2221, 'date': 1586636083, 'rd': 56}","{'win': 17, 'loss': 0, 'draw': 0}","{'win': 658, 'loss': 598, 'draw': 91}","{'win': 1774, 'loss': 1607, 'draw': 232}",N/A
95,aquiles88,NM,BR,1587698731,1299691311,"{'rating': 1832, 'date': 1586389541, 'rd': 189}","{'rating': 2221, 'date': 1586388199, 'rd': 32}","{'rating': 1538, 'date': 1587322207, 'rd': 66}","{'rating': 1873, 'date': 1585519869, 'rd': 42}","{'win': 17, 'loss': 2, 'draw': 2}","{'win': 2741, 'loss': 1758, 'draw': 250}","{'win': 1489, 'loss': 696, 'draw': 88}","{'win': 354, 'loss': 111, 'draw': 26, 'time_per_move': 75940, 'timeout_percent': 33.33}"
96,arbrespourpres,NM,US,1514854843,1406016259,N/A,"{'rating': 1943, 'date': 1514855378, 'rd': 137}",N/A,"{'rating': 1993, 'date': 1514855603, 'rd': 182}",N/A,"{'win': 28, 'loss': 24, 'draw': 5}","{'win': 11, 'loss': 8, 'draw': 0}",N/A
97,arencibia-mia,NM,US,1509321684,1377169108,"{'rating': 2219, 'date': 1382492623, 'rd': 290}",N/A,N/A,"{'rating': 1777, 'date': 1507048140, 'rd': 149}","{'win': 1, 'loss': 0, 'draw': 0}",N/A,"{'win': 6, 'loss': 1, 'draw': 0}",N/A
98,arnoldmayeregger,NM,PY,1587547950,1458258226,N/A,"{'rating': 2198, 'date': 1586888079, 'rd': 41}",N/A,"{'rating': 1892, 'date': 1586092269, 'rd': 63}",N/A,"{'win': 167, 'loss': 134, 'draw': 26}","{'win': 36, 'loss': 14, 'draw': 3}",N/A
99,arqmadson,NM,BR,1587700416,1419517390,N/A,"{'rating': 2247, 'date': 1587754074, 'rd': 26}","{'rating': 2185, 'date': 1561227643, 'rd': 152}","{'rating': 2186, 'date': 1579007595, 'rd': 141}",N/A,"{'win': 6173, 'loss': 6512, 'draw': 971}","{'win': 19, 'loss': 9, 'draw': 2}","{'win': 76, 'loss': 23, 'draw': 26, 'time_per_move': 11102, 'timeout_percent': 0}"
100,artofdeception,NM,US,1587002361,1386910139,"{'rating': 1867, 'date': 1490911591, 'rd': 96}","{'rating': 2292, 'date': 1586991380, 'rd': 193}","{'rating': 1869, 'date': 1480731902, 'rd': 77}","{'rating': 2223, 'date': 1496233050, 'rd': 82}","{'win': 54, 'loss': 49, 'draw': 8}","{'win': 933, 'loss': 784, 'draw': 120}","{'win': 919, 'loss': 764, 'draw': 55}","{'win': 98, 'loss': 95, 'draw': 18, 'time_per_move': 17911, 'timeout_percent': 0}"
101,ashishvaja,NM,US,1416316459,1264015359,N/A,"{'rating': 2000, 'date': 1407626011, 'rd': 198}","{'rating': 1367, 'date': 1433887332, 'rd': 39}",N/A,N/A,"{'win': 6, 'loss': 1, 'draw': 0}",N/A,"{'win': 381, 'loss': 511, 'draw': 23, 'time_per_move': 26016, 'timeout_percent': 0}"
102,ashookk,NM,US,1587702949,1268662686,"{'rating': 1803, 'date': 1421210306, 'rd': 292}","{'rating': 2265, 'date': 1587769499, 'rd': 34}","{'rating': 2073, 'date': 1387441555, 'rd': 98}","{'rating': 1793, 'date': 1587743411, 'rd': 32}","{'win': 0, 'loss': 1, 'draw': 0}","{'win': 5309, 'loss': 4145, 'draw': 683}","{'win': 682, 'loss': 405, 'draw': 47}","{'win': 12, 'loss': 3, 'draw': 5, 'time_per_move': 8381, 'timeout_percent': 0}"
103,atrophiedcrazyhouse,NM,US,1585184373,1475782513,N/A,"{'rating': 2349, 'date': 1571289558, 'rd': 36}","{'rating': 1488, 'date': 1494427922, 'rd': 169}","{'rating': 2273, 'date': 1571290044, 'rd': 46}",N/A,"{'win': 457, 'loss': 187, 'draw': 39}","{'win': 703, 'loss': 419, 'draw': 51}","{'win': 4, 'loss': 1, 'draw': 0, 'time_per_move': 25483, 'timeout_percent': 0}"
104,attilaelhuno,NM,MX,1587672361,1410196151,"{'rating': 1923, 'date': 1570314576, 'rd': 84}","{'rating': 2187, 'date': 1587584124, 'rd': 24}","{'rating': 974, 'date': 1573338007, 'rd': 169}","{'rating': 1968, 'date': 1587743300, 'rd': 41}","{'win': 18, 'loss': 7, 'draw': 1}","{'win': 1401, 'loss': 1280, 'draw': 183}","{'win': 253, 'loss': 150, 'draw': 22}","{'win': 4, 'loss': 8, 'draw': 0, 'time_per_move': 40122, 'timeout_percent': 0}"
105,austinjiang,NM,US,1587685915,1337728179,N/A,"{'rating': 2338, 'date': 1583800376, 'rd': 88}",N/A,"{'rating': 2137, 'date': 1587687430, 'rd': 23}",N/A,"{'win': 37, 'loss': 21, 'draw': 5}","{'win': 405, 'loss': 340, 'draw': 34}",N/A
106,avaidya-dal,NM,US,1509322194,1380392503,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
107,avto24,NM,LV,1586514654,1463499281,"{'rating': 2339, 'date': 1526755165, 'rd': 346}","{'rating': 2473, 'date': 1586515550, 'rd': 81}",N/A,"{'rating': 2276, 'date': 1570933312, 'rd': 116}","{'win': 1, 'loss': 0, 'draw': 0}","{'win': 422, 'loss': 338, 'draw': 61}","{'win': 574, 'loss': 479, 'draw': 57}",N/A
108,awang-ne,NM,US,1348707314,1346271558,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
109,awareidea,NM,UA,1587626820,1575049288,N/A,"{'rating': 2539, 'date': 1586885965, 'rd': 28}",N/A,"{'rating': 2300, 'date': 1586071494, 'rd': 31}",N/A,"{'win': 556, 'loss': 487, 'draw': 131}","{'win': 295, 'loss': 253, 'draw': 44}",N/A
110,awesomeidiot,NM,US,1587144306,1333112810,N/A,"{'rating': 2427, 'date': 1587144900, 'rd': 29}","{'rating': 2000, 'date': 1333640723, 'rd': 318}","{'rating': 2405, 'date': 1584566059, 'rd': 48}",N/A,"{'win': 1952, 'loss': 1824, 'draw': 292}","{'win': 1161, 'loss': 1098, 'draw': 129}","{'win': 0, 'loss': 1, 'draw': 0, 'time_per_move': 11996, 'timeout_percent': 0}"
111,axelmuller,NM,US,1587701400,1252539855,"{'rating': 2500, 'date': 1320918540, 'rd': 290}","{'rating': 2069, 'date': 1587179465, 'rd': 37}","{'rating': 2000, 'date': 1314017865, 'rd': 105}","{'rating': 1777, 'date': 1586304121, 'rd': 47}","{'win': 1, 'loss': 0, 'draw': 0}","{'win': 4548, 'loss': 3671, 'draw': 460}","{'win': 549, 'loss': 354, 'draw': 32}","{'win': 60, 'loss': 55, 'draw': 10, 'time_per_move': 40210, 'timeout_percent': 0}"
112,axle2017,NM,PH,1587613517,1483578997,"{'rating': 1899, 'date': 1582469057, 'rd': 209}","{'rating': 2335, 'date': 1586149718, 'rd': 42}","{'rating': 1910, 'date': 1587505250, 'rd': 81}","{'rating': 1828, 'date': 1586147732, 'rd': 62}","{'win': 1, 'loss': 1, 'draw': 1}","{'win': 3265, 'loss': 2251, 'draw': 309}","{'win': 176, 'loss': 102, 'draw': 8}","{'win': 103, 'loss': 44, 'draw': 7, 'time_per_move': 17325, 'timeout_percent': 50}"
113,azcactus,NM,US,1587618590,1243055795,"{'rating': 2048, 'date': 1319361988, 'rd': 320}","{'rating': 1973, 'date': 1587770651, 'rd': 42}","{'rating': 1475, 'date': 1322489167, 'rd': 266}",N/A,"{'win': 1, 'loss': 0, 'draw': 0}","{'win': 117, 'loss': 90, 'draw': 7}",N/A,"{'win': 1, 'loss': 0, 'draw': 0, 'time_per_move': 65066, 'timeout_percent': 0}"
114,azeezalade,NM,NG,1585690588,1351824689,N/A,"{'rating': 1870, 'date': 1585690980, 'rd': 46}","{'rating': 1947, 'date': 1570856324, 'rd': 261}","{'rating': 1787, 'date': 1561172224, 'rd': 91}",N/A,"{'win': 1317, 'loss': 1332, 'draw': 82}","{'win': 50, 'loss': 49, 'draw': 2}","{'win': 5, 'loss': 3, 'draw': 0, 'time_per_move': 25604, 'timeout_percent': 0}"
115,bab3s,NM,US,1587699253,1321456534,"{'rating': 2176, 'date': 1576982579, 'rd': 234}","{'rating': 2348, 'date': 1587216601, 'rd': 31}","{'rating': 2305, 'date': 1411418862, 'rd': 97}","{'rating': 2386, 'date': 1587577906, 'rd': 120}","{'win': 117, 'loss': 176, 'draw': 26}","{'win': 3511, 'loss': 2547, 'draw': 425}","{'win': 1352, 'loss': 890, 'draw': 94}","{'win': 72, 'loss': 14, 'draw': 16, 'time_per_move': 38552, 'timeout_percent': 0}"
116,babadroga92,NM,RS,1587701599,1502297658,"{'rating': 2284, 'date': 1585100162, 'rd': 120}","{'rating': 2668, 'date': 1587768977, 'rd': 23}","{'rating': 2065, 'date': 1586269427, 'rd': 105}","{'rating': 2526, 'date': 1587760711, 'rd': 23}","{'win': 108, 'loss': 14, 'draw': 14}","{'win': 4417, 'loss': 2865, 'draw': 552}","{'win': 6982, 'loss': 4230, 'draw': 701}","{'win': 36, 'loss': 7, 'draw': 7, 'time_per_move': 7137, 'timeout_percent': 0}"
117,babyfacedassasin,NM,US,1587699712,1476466991,"{'rating': 1704, 'date': 1495682100, 'rd': 247}","{'rating': 2243, 'date': 1587699846, 'rd': 27}","{'rating': 1818, 'date': 1586608429, 'rd': 70}","{'rating': 2029, 'date': 1587685952, 'rd': 72}","{'win': 2, 'loss': 0, 'draw': 0}","{'win': 2972, 'loss': 2713, 'draw': 451}","{'win': 330, 'loss': 237, 'draw': 22}","{'win': 161, 'loss': 48, 'draw': 4, 'time_per_move': 12849, 'timeout_percent': 0}"
118,balabachi,NM,US,1587702371,1337301418,"{'rating': 1706, 'date': 1585265527, 'rd': 143}","{'rating': 2062, 'date': 1585608167, 'rd': 23}","{'rating': 1057, 'date': 1519534802, 'rd': 298}","{'rating': 1851, 'date': 1587773319, 'rd': 18}","{'win': 8, 'loss': 2, 'draw': 2}","{'win': 2537, 'loss': 1837, 'draw': 349}","{'win': 9465, 'loss': 10061, 'draw': 515}","{'win': 1, 'loss': 2, 'draw': 0, 'time_per_move': 23244, 'timeout_percent': 0}"
119,balakrishnan-nj,NM,US,1509323474,1346272395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
120,bambi2006,NM,US,1587095211,1584289479,"{'rating': 2219, 'date': 1584324865, 'rd': 245}","{'rating': 2539, 'date': 1586977775, 'rd': 30}",N/A,"{'rating': 2001, 'date': 1586635960, 'rd': 175}","{'win': 1, 'loss': 0, 'draw': 1}","{'win': 80, 'loss': 73, 'draw': 18}","{'win': 2, 'loss': 1, 'draw': 0}",N/A
121,bamonson,NM,US,1587689681,1245375635,N/A,"{'rating': 2324, 'date': 1587758631, 'rd': 25}",N/A,N/A,N/A,"{'win': 10910, 'loss': 7420, 'draw': 765}",N/A,N/A
122,bardagolsky,NM,PH,1587268617,1386543161,"{'rating': 926, 'date': 1586335325, 'rd': 101}","{'rating': 2301, 'date': 1587270249, 'rd': 77}",N/A,"{'rating': 2096, 'date': 1568961784, 'rd': 69}","{'win': 40, 'loss': 36, 'draw': 2}","{'win': 1302, 'loss': 1193, 'draw': 144}","{'win': 549, 'loss': 543, 'draw': 50}",N/A
123,basyak97,NM,UA,1587661379,1521914903,"{'rating': 1695, 'date': 1587400696, 'rd': 336}","{'rating': 2253, 'date': 1587547264, 'rd': 35}","{'rating': 1639, 'date': 1587561909, 'rd': 99}","{'rating': 2337, 'date': 1586719234, 'rd': 51}","{'win': 0, 'loss': 0, 'draw': 2}","{'win': 952, 'loss': 1030, 'draw': 124}","{'win': 157, 'loss': 89, 'draw': 12}","{'win': 12, 'loss': 6, 'draw': 2, 'time_per_move': 4890, 'timeout_percent': 0}"
124,batcu,NM,RO,1587658553,1341590188,N/A,"{'rating': 2157, 'date': 1587759061, 'rd': 39}",N/A,N/A,N/A,"{'win': 190, 'loss': 144, 'draw': 19}",N/A,N/A
125,batradz,NM,US,1587698105,1321063975,"{'rating': 2027, 'date': 1552606479, 'rd': 323}","{'rating': 2249, 'date': 1587702922, 'rd': 23}","{'rating': 2128, 'date': 1499527204, 'rd': 251}","{'rating': 1672, 'date': 1567457027, 'rd': 81}","{'win': 1, 'loss': 0, 'draw': 0}","{'win': 4928, 'loss': 3619, 'draw': 509}","{'win': 45, 'loss': 43, 'draw': 2}","{'win': 2, 'loss': 0, 'draw': 0, 'time_per_move': 28471, 'timeout_percent': 0}"
126,batsai,NM,MN,1587288476,1419476822,"{'rating': 1799, 'date': 1584429856, 'rd': 156}","{'rating': 2231, 'date': 1587741610, 'rd': 36}","{'rating': 946, 'date': 1504843802, 'rd': 290}","{'rating': 1596, 'date': 1419478796, 'rd': 167}","{'win': 8, 'loss': 4, 'draw': 0}","{'win': 1585, 'loss': 1441, 'draw': 93}","{'win': 5, 'loss': 3, 'draw': 1}","{'win': 1, 'loss': 0, 'draw': 0, 'time_per_move': 65941, 'timeout_percent': 0}"
127,beanscreen,NM,US,1587655854,1576368288,"{'rating': 2236, 'date': 1587779128, 'rd': 160}","{'rating': 2582, 'date': 1587610870, 'rd': 25}",N/A,"{'rating': 2519, 'date': 1587526512, 'rd': 25}","{'win': 2, 'loss': 0, 'draw': 1}","{'win': 610, 'loss': 396, 'draw': 77}","{'win': 224, 'loss': 124, 'draw': 15}",N/A
128,beastfromweast,NM,US,1587670711,1455892706,"{'rating': 1777, 'date': 1586550680, 'rd': 212}","{'rating': 2387, 'date': 1587671464, 'rd': 33}",N/A,"{'rating': 2238, 'date': 1578107246, 'rd': 99}","{'win': 4, 'loss': 4, 'draw': 2}","{'win': 3911, 'loss': 4113, 'draw': 643}","{'win': 297, 'loss': 222, 'draw': 38}",N/A
129,beatnoguera,NM,VE,1587704797,1586976123,N/A,"{'rating': 1830, 'date': 1587705463, 'rd': 78}",N/A,N/A,N/A,"{'win': 14, 'loss': 7, 'draw': 0}",N/A,N/A
130,bedpan2300,NM,US,1587584089,1377644593,"{'rating': 2120, 'date': 1563408288, 'rd': 210}","{'rating': 2202, 'date': 1587775494, 'rd': 129}",N/A,"{'rating': 1828, 'date': 1587260357, 'rd': 73}","{'win': 277, 'loss': 33, 'draw': 8}","{'win': 1241, 'loss': 82, 'draw': 40}","{'win': 6308, 'loss': 510, 'draw': 232}",N/A
131,bekkedahl,NM,US,1587692251,1365872733,N/A,"{'rating': 2135, 'date': 1587260005, 'rd': 62}","{'rating': 1548, 'date': 1587781422, 'rd': 198}","{'rating': 2032, 'date': 1546033385, 'rd': 164}",N/A,"{'win': 90, 'loss': 47, 'draw': 2}","{'win': 18, 'loss': 15, 'draw': 0}","{'win': 18, 'loss': 6, 'draw': 1, 'time_per_move': 109386, 'timeout_percent': 0}"
132,belakis,NM,US,1587703801,1280859692,"{'rating': 2100, 'date': 1394585110, 'rd': 287}","{'rating': 2072, 'date': 1587708845, 'rd': 24}","{'rating': 1187, 'date': 1553805007, 'rd': 197}","{'rating': 2100, 'date': 1584510033, 'rd': 121}","{'win': 0, 'loss': 2, 'draw': 0}","{'win': 1170, 'loss': 1466, 'draw': 125}","{'win': 4617, 'loss': 7393, 'draw': 220}","{'win': 8, 'loss': 2, 'draw': 0, 'time_per_move': 21151, 'timeout_percent': 0}"
133,benek77,NM,BG,1574697617,1449427958,N/A,"{'rating': 2656, 'date': 1572512457, 'rd': 87}",N/A,"{'rating': 2521, 'date': 1521662035, 'rd': 17}",N/A,"{'win': 318, 'loss': 199, 'draw': 29}","{'win': 3016, 'loss': 2364, 'draw': 208}",N/A
134,bennybear,NM,US,1587697027,1333050302,N/A,"{'rating': 2078, 'date': 1587764447, 'rd': 37}",N/A,"{'rating': 1742, 'date': 1573324872, 'rd': 106}",N/A,"{'win': 446, 'loss': 267, 'draw': 51}","{'win': 20, 'loss': 15, 'draw': 3}",N/A
135,bennyficial,NM,US,1587663004,1404346303,"{'rating': 1367, 'date': 1508548119, 'rd': 290}","{'rating': 2023, 'date': 1587508666, 'rd': 60}","{'rating': 2014, 'date': 1587682303, 'rd': 117}","{'rating': 2164, 'date': 1585695334, 'rd': 153}","{'win': 1, 'loss': 0, 'draw': 0}","{'win': 399, 'loss': 339, 'draw': 33}","{'win': 303, 'loss': 238, 'draw': 34}","{'win': 205, 'loss': 109, 'draw': 19, 'time_per_move': 4285, 'timeout_percent': 0}"
136,ben_nyc,NM,US,1587661539,1261183490,N/A,"{'rating': 2325, 'date': 1585322387, 'rd': 104}",N/A,N/A,N/A,"{'win': 685, 'loss': 718, 'draw': 87}",N/A,N/A
